ticker,report_date,report_time,reported_eps,estimated_eps,surprise_pct,sign_flip,pre_close,post_close,actual_move,implied_move,move_vs_implied,net_premium,iv_rank,fwd_5d,fwd_10d,fwd_21d,bucket
DOW,2025-01-30,premarket,0.0,0.227,-100.0,False,41.05,38.55,-0.0609,0.0302,2.02,-461198.0,94.05019159022471,0.0057,-0.0054,-0.0646,capitulation
INTC,2025-01-30,postmarket,-0.02,0.117,-117.09,True,20.01,19.43,-0.029,0.0915,0.32,4260226.0,42.62354842047033,-0.017,0.2146,0.0978,other
KLAC,2025-01-30,postmarket,8.2,7.73,6.08,False,742.43,738.24,-0.0056,0.0705,0.08,-505986.0,24.366857249830833,0.0128,0.0169,-0.0532,orderly
MA,2025-01-30,premarket,3.82,3.684,3.69,False,548.8,566.01,0.0314,0.0283,1.11,3915879.0,25.083514948065538,0.002,0.0005,0.0157,up
MO,2025-01-30,premarket,1.29,1.266,1.9,False,52.66,51.54,-0.0213,0.0333,0.64,7702355.0,50.38932660312353,0.0213,0.0404,0.112,orderly
ABBV,2025-01-31,premarket,2.16,2.133,1.27,False,175.65,183.9,0.047,0.0369,1.27,2890491.0,28.604524071825683,0.0364,0.0488,0.1297,up
CVX,2025-01-31,premarket,2.06,2.191,-5.98,False,156.32,149.19,-0.0456,0.0221,2.07,-3999092.0,36.57747109893184,0.023,0.0412,0.0188,overreaction
PLTR,2025-02-03,postmarket,-0.01,0.111,-109.01,True,83.74,103.83,0.2399,0.1186,2.02,162853482.0,53.24521925079367,0.0847,0.0793,-0.2251,up
AMD,2025-02-04,postmarket,0.88,1.067,-17.53,False,119.5,112.01,-0.0627,0.0749,0.84,30760440.0,21.147874231231594,-0.0026,0.0193,-0.1045,orderly
CMG,2025-02-04,postmarket,0.25,0.243,2.88,False,59.02,57.51,-0.0256,0.0693,0.37,-4032608.0,36.25451914198845,-0.0038,-0.0776,-0.1266,orderly
GOOGL,2025-02-04,postmarket,2.15,2.119,1.46,False,206.38,191.33,-0.0729,0.0559,1.3,-20588008.0,33.065315648686436,-0.0403,-0.0354,-0.0913,overreaction
MRK,2025-02-04,premarket,1.72,1.694,1.53,False,99.79,90.74,-0.0907,0.0429,2.11,-638342.0,52.190076200763734,-0.0463,-0.0566,0.0359,overreaction
PEP,2025-02-04,premarket,1.96,1.945,0.77,False,150.27,143.49,-0.0451,0.027,1.67,-1359136.0,65.45007330652147,0.015,0.0162,0.0775,overreaction
PFE,2025-02-04,premarket,0.63,0.481,30.98,False,26.2,25.87,-0.0126,0.0355,0.35,-49846.0,34.85400796746252,-0.0131,0.0008,0.0143,orderly
PYPL,2025-02-04,premarket,1.19,1.127,5.59,False,89.51,77.72,-0.1317,0.0694,1.9,-17995665.0,33.948077744407094,-0.0195,0.0082,-0.1241,overreaction
BSX,2025-02-05,premarket,0.7,0.651,7.53,False,103.54,104.97,0.0138,0.0391,0.35,-8009.0,26.291233563658874,0.0076,0.0037,-0.0556,up
COHR,2025-02-05,postmarket,0.76,0.698,8.88,False,90.1,100.46,0.115,0.1124,1.02,1215234.0,48.82933762486843,-0.1394,-0.1774,-0.3748,up
DIS,2025-02-05,premarket,1.76,1.439,22.31,False,113.3,110.54,-0.0244,0.0592,0.41,-3241491.0,16.531071612618994,-0.0119,0.0001,-0.0455,orderly
F,2025-02-05,postmarket,0.39,0.34,14.71,False,10.01,9.26,-0.0749,0.0645,1.16,2318617.0,36.897179782342896,0.0097,0.0022,0.0756,overreaction
QCOM,2025-02-05,postmarket,2.86,2.932,-2.46,False,175.86,169.32,-0.0372,0.0564,0.66,-5034498.0,19.72452424321034,0.0167,-0.023,-0.0847,orderly
UBER,2025-02-05,premarket,3.21,0.498,544.58,False,69.75,64.48,-0.0756,0.0723,1.04,-1795276.0,19.624293241001762,0.2306,0.2602,0.1828,overreaction
AMZN,2025-02-06,postmarket,1.86,1.518,22.53,False,238.83,229.15,-0.0405,0.0522,0.78,-37941585.0,23.188314227297777,-0.0021,-0.0717,-0.1421,orderly
BDX,2025-02-06,premarket,3.43,2.976,15.26,False,245.06,227.21,-0.0728,0.0458,1.59,-460309.0,17.99060159569181,-0.0097,0.001,0.0011,overreaction
BMY,2025-02-06,premarket,1.67,1.463,14.15,False,59.71,57.42,-0.0384,0.0467,0.82,-1003194.0,6.529444637524034,-0.0253,-0.0277,0.0991,orderly
COP,2025-02-06,premarket,1.98,1.898,4.32,False,100.21,99.94,-0.0027,0.0255,0.11,-348657.0,21.059579207130398,-0.0304,-0.02,-0.0704,orderly
FTNT,2025-02-06,postmarket,0.67,0.599,11.85,False,104.72,107.66,0.0281,0.0923,0.3,-19807.0,23.32745600239903,0.037,0.0096,-0.0871,up
LLY,2025-02-06,premarket,5.32,5.03,5.77,False,842.18,870.37,0.0335,0.0444,0.75,8933166.0,8.200306578389117,0.0017,0.0038,-0.0467,up
MCHP,2025-02-06,postmarket,0.13,0.281,-53.74,False,53.11,51.89,-0.023,0.06,0.38,-3115762.0,53.54712192671328,0.0746,0.1723,0.0067,miss
MCD,2025-02-10,premarket,2.83,2.835,-0.18,False,294.3,308.42,0.048,0.0307,1.56,6475828.0,27.140434810297542,-0.0116,0.0075,-0.0292,up
ON,2025-02-10,premarket,0.95,0.976,-2.66,False,51.25,47.04,-0.0821,0.0847,0.97,1994572.0,41.73402163355912,0.1044,0.0889,-0.0891,orderly
DASH,2025-02-11,postmarket,0.33,0.344,-4.07,False,193.09,200.89,0.0404,0.081,0.5,-3262537.0,15.518354211773614,0.0068,-0.0251,-0.0866,up
KO,2025-02-11,premarket,0.55,0.514,7.0,False,64.55,67.6,0.0473,0.0248,1.9,8836511.0,45.33948937826371,0.0365,0.0473,0.0299,up
SMCI,2025-02-11,postmarket,0.51,0.6,-15.0,False,38.61,39.68,0.0277,0.1799,0.15,2180100.0,32.93440455857476,0.4937,0.0824,0.0628,up
APP,2025-02-12,postmarket,1.73,1.34,29.1,False,380.32,471.67,0.2402,0.1472,1.63,9064657.0,50.564831916869636,-0.1195,-0.3094,-0.3494,up
CSCO,2025-02-12,postmarket,0.77,0.91,-15.38,False,62.53,63.84,0.0209,0.0448,0.47,-2371643.0,12.781415455624597,0.0022,0.0042,-0.0462,up
CVS,2025-02-12,premarket,1.19,0.891,33.56,False,55.0,63.22,0.1495,0.069,2.17,7344723.0,25.350454516823127,0.0296,0.0199,0.0389,up
HOOD,2025-02-12,postmarket,0.54,0.417,29.5,False,55.91,63.8,0.1411,0.1069,1.32,18838939.0,26.861503920759397,-0.1912,-0.2147,-0.3414,up
ABNB,2025-02-13,postmarket,0.73,0.587,24.36,False,141.04,161.42,0.1445,0.0767,1.89,10284262.0,11.458171216816808,-0.1028,-0.1266,-0.2283,up
AEP,2025-02-13,premarket,1.24,1.242,-0.16,False,102.35,100.99,-0.0133,0.0299,0.44,15270.0,30.159576104613265,0.043,0.0501,0.0482,orderly
AMAT,2025-02-13,postmarket,2.38,2.279,4.43,False,184.27,169.2,-0.0818,0.0437,1.87,-814168.0,20.85555004425725,-0.0037,-0.1009,-0.0927,overreaction
COIN,2025-02-13,postmarket,3.39,1.073,215.94,False,298.11,274.31,-0.0798,0.0793,1.01,-20865125.0,7.925169740284846,-0.1722,-0.2499,-0.3397,overreaction
DDOG,2025-02-13,premarket,0.13,0.428,-69.63,False,148.09,135.89,-0.0824,0.0787,1.05,1621379.0,10.96374375518067,-0.1196,-0.1423,-0.2349,capitulation
PANW,2025-02-13,postmarket,0.43,0.779,-44.8,False,201.88,200.03,-0.0092,0.07,0.13,-5056994.0,21.0376680211102,-0.0482,-0.0817,-0.0846,miss
MRNA,2025-02-14,premarket,-2.5,-2.686,6.92,False,31.92,32.99,0.0335,0.0858,0.39,-1657927.0,51.40270156783106,0.0276,-0.0824,0.0249,up
ANET,2025-02-18,postmarket,0.59,0.574,2.79,False,111.06,103.92,-0.0643,0.0854,0.75,900330.0,30.966664512262515,-0.0726,-0.1549,-0.2016,orderly
CSGP,2025-02-18,postmarket,0.22,0.22,0.0,False,75.46,79.21,0.0497,0.0744,0.67,1319361.0,21.31957518524063,-0.0289,-0.0177,-0.0024,up
DVN,2025-02-18,postmarket,1.16,0.999,16.12,False,34.88,37.57,0.0771,0.0441,1.75,1074960.0,51.72871140999746,-0.0562,-0.1041,-0.0383,up
MDT,2025-02-18,premarket,1.39,1.357,2.43,False,92.81,86.07,-0.0726,0.0305,2.38,-760790.0,34.9160553816607,0.0512,0.0809,0.0674,overreaction
OXY,2025-02-18,postmarket,0.8,0.667,19.94,False,48.84,50.99,0.044,0.0359,1.22,2975058.0,38.172800872789026,-0.0479,-0.1075,-0.0594,up
ADI,2025-02-19,premarket,1.63,1.541,5.78,False,220.22,241.66,0.0974,0.0439,2.22,1288286.0,18.616959365993225,-0.0328,-0.0504,-0.148,up
CVNA,2025-02-19,postmarket,0.56,0.236,137.29,False,56.36,49.54,-0.121,0.1127,1.07,-16196682.0,10.7043730303348,-0.0989,-0.2457,-0.2291,overreaction
AKAM,2025-02-20,postmarket,1.19,1.519,-21.66,False,98.03,76.73,-0.2173,0.0909,2.39,3918763.0,34.06156043874106,0.0515,0.1406,0.0787,capitulation
BKNG,2025-02-20,postmarket,41.55,35.643,16.57,False,5018.23,4990.64,-0.0055,0.0548,0.1,8141415.0,46.643309440785266,0.0051,-0.0636,-0.0563,orderly
CPRT,2025-02-20,postmarket,0.4,0.377,6.1,False,58.22,56.59,-0.028,0.0456,0.61,31359.0,24.873851030771718,-0.0316,-0.0504,-0.027,orderly
NEM,2025-02-20,postmarket,1.4,0.952,47.06,False,48.09,45.33,-0.0574,0.0504,1.14,640440.0,26.16075209303789,-0.0549,-0.0322,0.0329,overreaction
FSLR,2025-02-25,postmarket,3.65,4.64,-21.34,False,147.46,156.84,0.0636,0.0771,0.83,7034040.0,34.14304266634488,-0.1654,-0.1326,-0.1928,up
HD,2025-02-25,premarket,3.13,3.041,2.93,False,382.42,393.29,0.0284,0.0385,0.74,1078152.0,27.613968300986038,-0.0295,-0.0639,-0.0792,up
INTU,2025-02-25,postmarket,2.07,2.583,-19.86,False,555.63,625.51,0.1258,0.0559,2.25,3073066.0,25.370600453114292,-0.0128,-0.0549,-0.0163,up
APA,2025-02-26,postmarket,0.79,0.967,-18.3,False,22.01,20.42,-0.0722,0.0438,1.65,-73529.0,65.61840000663072,-0.0818,-0.0676,0.0245,overreaction
CRM,2025-02-26,postmarket,2.22,2.602,-14.68,False,307.33,294.9,-0.0404,0.0745,0.54,-2255759.0,29.682474544260472,-0.03,-0.0785,-0.0845,orderly
NVDA,2025-02-26,postmarket,0.85,0.839,1.31,False,131.28,120.15,-0.0848,0.0767,1.11,-32260810.0,48.99953727223451,-0.0797,-0.038,-0.0872,overreaction
DELL,2025-02-27,postmarket,2.42,2.532,-4.42,False,107.83,102.76,-0.047,0.0772,0.61,3501495.0,27.00043267766597,-0.11,-0.069,-0.113,orderly
EIX,2025-02-27,postmarket,1.05,1.08,-2.78,False,51.34,54.44,0.0604,0.0869,0.69,808833.0,47.44323623291672,0.036,0.047,0.0823,up
HPQ,2025-02-27,postmarket,0.74,0.75,-1.33,False,33.13,30.87,-0.0682,0.0594,1.15,-266880.0,24.636727274009907,-0.0107,-0.0797,-0.103,overreaction
MNST,2025-02-27,postmarket,0.38,0.398,-4.52,False,51.92,54.65,0.0526,0.0585,0.9,-290647.0,31.08622853210486,0.0077,0.0081,0.0708,up
CRWD,2025-03-04,postmarket,-0.05,0.85,-105.88,True,97.54,91.36,-0.0634,0.0763,0.83,-12901205.0,32.52869071355108,-0.0511,0.0264,-0.0494,other
TGT,2025-03-04,premarket,2.41,2.251,7.06,False,120.76,117.14,-0.03,0.0736,0.41,1184658.0,35.21967025308875,-0.0374,-0.1071,-0.0971,orderly
MRVL,2025-03-05,postmarket,0.46,0.594,-22.56,False,90.14,72.28,-0.1981,0.0981,2.02,14242745.0,67.89382395694089,-0.0487,-0.0248,-0.3161,capitulation
AVGO,2025-03-06,postmarket,1.6,1.504,6.38,False,179.45,194.96,0.0864,0.0776,1.11,19516904.0,52.22369326518692,0.003,-0.0169,-0.2094,up
COST,2025-03-06,postmarket,4.02,4.086,-1.62,False,1026.62,964.31,-0.0607,0.035,1.74,-21150453.0,62.47709129877571,-0.0626,-0.0571,-0.0583,overreaction
HPE,2025-03-06,postmarket,0.39,0.502,-22.31,False,17.96,15.81,-0.1197,0.0734,1.63,-70108.0,38.76634457807285,-0.012,0.0152,-0.1569,capitulation
ORCL,2025-03-10,postmarket,1.18,1.482,-20.38,False,148.79,144.18,-0.031,0.0896,0.35,803739.0,60.27161020760085,0.0366,0.0676,-0.0311,miss
CIEN,2025-03-11,premarket,0.38,0.391,-2.81,False,65.53,63.95,-0.0241,0.1265,0.19,-242684.0,50.482735243709314,0.0059,0.0855,-0.0306,orderly
ADBE,2025-03-12,postmarket,4.28,4.972,-13.92,False,438.6,377.84,-0.1385,0.0683,2.03,-3424448.0,44.19898761170532,0.0312,0.0485,-0.0671,overreaction
GIS,2025-03-19,premarket,1.0,0.949,5.37,False,60.44,59.2,-0.0205,0.0432,0.47,-34707.0,48.105446356142764,-0.0022,-0.0002,-0.0285,orderly
ACN,2025-03-20,premarket,2.82,2.835,-0.53,False,324.47,300.91,-0.0726,0.0543,1.34,3438720.0,30.93310452117649,0.0253,0.0018,-0.072,overreaction
MU,2025-03-20,postmarket,1.41,1.434,-1.67,False,103.0,94.72,-0.0804,0.0888,0.9,-12214771.0,26.766949290524433,-0.0663,-0.3167,-0.2588,orderly
NKE,2025-03-20,postmarket,0.54,0.279,93.55,False,71.86,67.94,-0.0546,0.0668,0.82,-1221369.0,27.325054115378286,-0.0684,-0.1573,-0.1601,orderly
CCL,2025-03-21,premarket,0.13,0.02,550.0,False,21.2,20.94,-0.0123,0.0541,0.23,-1382446.0,34.19017763283061,-0.0511,-0.212,-0.1414,orderly
LULU,2025-03-27,postmarket,6.14,5.853,4.9,False,341.53,293.06,-0.1419,0.0738,1.92,-13211623.0,36.71001870305836,-0.1002,-0.1093,-0.0744,overreaction
DAL,2025-04-09,premarket,0.46,0.391,17.65,False,35.88,44.27,0.2338,0.0999,2.34,3132069.0,53.795557216921125,-0.0831,-0.0508,0.0919,up
JPM,2025-04-11,premarket,5.07,4.623,9.67,False,227.11,236.2,0.04,0.0463,0.86,-4957130.0,62.03836774851422,-0.0305,0.0297,0.1135,up
MS,2025-04-11,premarket,2.6,2.226,16.8,False,106.58,108.12,0.0144,0.05,0.29,-1599275.0,65.13492426143586,-0.0168,0.0713,0.1964,up
GS,2025-04-14,premarket,14.12,12.707,11.12,False,494.44,503.98,0.0193,0.0613,0.31,3791954.0,48.999033190212046,0.0318,0.0892,0.2135,up
BAC,2025-04-15,premarket,0.9,0.807,11.52,False,36.67,37.99,0.036,0.0398,0.91,-8731513.0,34.978991573579094,0.02,0.0497,0.1682,up
C,2025-04-15,premarket,1.96,1.839,6.58,False,63.22,64.33,0.0176,0.0417,0.42,752588.0,36.30319150214677,0.0306,0.063,0.1808,up
IBKR,2025-04-15,postmarket,0.47,1.92,-75.52,False,43.36,39.48,-0.0895,0.0569,1.57,-2967270.0,51.29565919596542,0.0704,0.1041,0.3245,capitulation
JNJ,2025-04-15,premarket,2.77,2.567,7.91,False,154.36,153.62,-0.0048,0.0229,0.21,92594.0,30.152978391285995,0.0115,0.0175,-0.0261,orderly
KMI,2025-04-16,postmarket,0.34,0.345,-1.45,False,26.95,27.1,0.0056,0.0316,0.18,-154345.0,53.8584719147,-0.0092,-0.01,0.0332,up
AXP,2025-04-17,premarket,3.64,3.458,5.26,False,252.92,251.31,-0.0064,0.0399,0.16,-2010077.0,37.03722978179376,0.0537,0.1016,0.191,orderly
BX,2025-04-17,premarket,1.09,1.038,5.01,False,129.38,130.39,0.0078,0.0357,0.22,-463348.0,38.77874347230268,0.0189,0.0539,0.1155,up
NFLX,2025-04-17,postmarket,6.61,5.686,16.25,False,97.3,98.79,0.0153,0.0737,0.21,14899181.0,42.781339884253825,0.124,0.148,0.2066,up
SCHW,2025-04-17,premarket,1.04,0.998,4.21,False,75.7,76.15,0.0059,0.0434,0.14,-47115.0,28.445755674044054,0.0498,0.0914,0.1718,up
UNH,2025-04-17,premarket,7.2,7.271,-0.98,False,585.04,454.11,-0.2238,0.0344,6.51,-15694916.0,70.79150508279096,-0.0781,-0.1193,-0.3044,overreaction
COF,2025-04-22,postmarket,4.06,3.665,10.78,False,170.2,176.46,0.0368,0.0617,0.6,576459.0,37.78867681047919,0.0215,0.0572,0.0686,up
GE,2025-04-22,premarket,1.49,1.264,17.88,False,178.35,189.18,0.0607,0.0558,1.09,817388.0,26.809952824329066,0.0598,0.1027,0.2345,up
HAL,2025-04-22,premarket,0.6,0.598,0.33,False,21.92,20.7,-0.0557,0.0528,1.05,260704.0,35.6397420192017,-0.0092,-0.0609,-0.0386,overreaction
TSLA,2025-04-22,postmarket,0.15,0.437,-65.68,False,237.97,250.74,0.0537,0.0943,0.57,97867106.0,42.182582963026306,0.1253,0.1016,0.3601,up
APH,2025-04-23,premarket,0.63,0.522,20.69,False,65.75,71.15,0.0821,0.0808,1.02,-426551.0,43.84677014006883,0.0815,0.1362,0.1983,up
BA,2025-04-23,premarket,-0.49,-1.54,68.18,False,162.52,172.37,0.0606,0.0506,1.2,-10972711.0,30.567901986988925,0.0631,0.0765,0.1801,up
BSX,2025-04-23,premarket,0.75,0.668,12.28,False,95.05,98.92,0.0407,0.0539,0.76,-528126.0,29.835771703173265,0.0399,0.0594,0.0564,up
CMG,2025-04-23,postmarket,0.29,0.275,5.45,False,48.76,49.54,0.016,0.0699,0.23,1645366.0,44.06420710317152,0.0157,0.0386,0.022,up
GEV,2025-04-23,premarket,0.91,0.447,103.58,False,326.07,336.09,0.0307,0.0708,0.43,274662.0,32.93685124033009,0.1033,0.2104,0.3652,up
IBM,2025-04-23,postmarket,1.6,1.42,12.68,False,245.48,229.33,-0.0658,0.0591,1.11,-1986493.0,29.449466536958255,0.045,0.1082,0.1278,overreaction
LRCX,2025-04-23,postmarket,1.04,1.002,3.79,False,66.73,70.9,0.0625,0.0542,1.15,800342.0,30.021322074044736,0.0117,0.0564,0.1433,up
NEE,2025-04-23,premarket,0.99,0.968,2.27,False,66.64,67.27,0.0095,0.0417,0.23,-636600.0,30.708794939117908,-0.0058,0.0013,-0.0049,up
NEM,2025-04-23,postmarket,1.25,0.84,48.81,False,53.15,55.7,0.048,0.0541,0.89,1963081.0,24.777716459428746,-0.0756,-0.0515,-0.0368,up
NOW,2025-04-23,postmarket,2.31,3.786,-38.99,False,162.54,187.71,0.1549,0.0702,2.21,6820247.0,32.67187660379486,0.0207,0.0383,0.0701,up
T,2025-04-23,premarket,0.51,0.523,-2.49,False,26.96,27.19,0.0085,0.0419,0.2,-134438.0,47.086279426508966,0.0188,0.0335,0.0015,up
TXN,2025-04-23,postmarket,1.28,1.058,20.98,False,152.15,162.13,0.0656,0.0481,1.36,-288841.0,31.796136729556437,-0.0239,0.0216,0.0874,up
BMY,2025-04-24,premarket,1.8,1.506,19.52,False,48.53,48.69,0.0033,0.0436,0.08,4138895.0,31.195376939435235,0.0189,-0.0372,-0.0378,up
CMCSA,2025-04-24,premarket,1.09,0.979,11.34,False,34.47,33.19,-0.0371,0.0491,0.76,4511119.0,27.188009638902557,0.019,0.031,0.0401,orderly
DOW,2025-04-24,premarket,0.02,-0.016,225.0,True,29.0,29.76,0.0262,0.0496,0.53,-233675.0,41.907450783094134,0.0259,-0.0175,-0.0484,up
FCX,2025-04-24,premarket,0.24,0.24,0.0,False,35.19,37.63,0.0693,0.0407,1.7,963130.0,27.159255981601156,-0.0324,-0.004,0.0369,up
GOOGL,2025-04-24,postmarket,2.81,2.022,38.97,False,159.28,161.96,0.0168,0.0515,0.33,12447705.0,31.93369681104395,0.0128,-0.0569,0.0675,up
INTC,2025-04-24,postmarket,-0.02,0.006,-433.33,True,21.49,20.05,-0.067,0.0667,1.01,1898306.0,34.670648276120154,0.0284,0.0683,0.0249,other
MRK,2025-04-24,premarket,2.22,2.154,3.06,False,78.74,79.84,0.014,0.0472,0.3,8884863.0,42.55845742015433,0.0428,-0.0274,-0.0283,up
PEP,2025-04-24,premarket,1.48,1.502,-1.46,False,142.26,135.31,-0.0489,0.0301,1.63,-3660045.0,39.66623748968831,-0.013,-0.0287,-0.0441,overreaction
PG,2025-04-24,premarket,1.54,1.535,0.33,False,165.73,159.53,-0.0374,0.0298,1.26,4251612.0,48.60622355903885,0.0028,-0.0055,0.0397,overreaction
ABBV,2025-04-25,premarket,2.46,2.39,2.93,False,180.37,186.06,0.0315,0.0408,0.77,426942.0,31.084843533547488,0.0667,-0.0078,-0.0018,up
SLB,2025-04-25,premarket,0.72,0.742,-2.96,False,34.93,34.52,-0.0117,0.0325,0.36,990111.0,34.49332278693048,0.0061,0.0009,-0.0171,orderly
BKNG,2025-04-29,postmarket,24.81,17.2,44.24,False,4909.23,5099.28,0.0387,0.0488,0.79,-5254654.0,25.20546582110018,0.019,0.023,0.0823,up
CSGP,2025-04-29,postmarket,0.08,0.113,-29.2,False,82.7,74.17,-0.1031,0.0743,1.39,75188.0,36.690156294444,0.0158,0.0205,-0.0082,capitulation
EIX,2025-04-29,postmarket,1.37,1.207,13.5,False,58.73,53.51,-0.0889,0.0521,1.71,632682.0,48.959412270613626,0.0419,0.0536,0.04,overreaction
FSLR,2025-04-29,postmarket,1.95,2.495,-21.84,False,137.24,125.82,-0.0832,0.0744,1.12,3421626.0,36.64598688076096,0.0315,0.5338,0.2564,capitulation
GLW,2025-04-29,premarket,0.54,0.502,7.57,False,44.1,44.46,0.0082,0.0526,0.16,80711.0,39.06353774827434,0.0067,0.0711,0.1237,up
GM,2025-04-29,premarket,2.78,2.693,3.23,False,47.24,46.94,-0.0064,0.0557,0.11,89624.0,38.499604880092676,-0.0315,0.075,0.0352,orderly
KO,2025-04-29,premarket,0.73,0.712,2.53,False,71.79,72.35,0.0078,0.0285,0.27,-131068.0,37.72620694490581,-0.0087,-0.0469,-0.0119,up
MO,2025-04-29,premarket,1.23,1.173,4.86,False,58.19,58.77,0.01,0.0325,0.31,-36487.0,29.48991772730168,0.0291,-0.0391,0.0121,up
PFE,2025-04-29,premarket,0.92,0.64,43.75,False,23.05,23.79,0.0321,0.0336,0.96,-2854906.0,26.07084999017375,-0.0383,-0.0387,-0.0143,up
PYPL,2025-04-29,premarket,1.33,1.15,15.65,False,64.93,66.32,0.0214,0.0701,0.31,3439995.0,18.01710845008961,0.0261,0.09,0.0695,up
SBUX,2025-04-29,postmarket,0.41,0.488,-15.98,False,84.85,80.05,-0.0566,0.0621,0.91,16326.0,28.66769119568604,0.0332,0.081,0.0487,orderly
CAT,2025-04-30,premarket,4.25,4.302,-1.21,False,307.4,309.27,0.0061,0.0439,0.14,-2555904.0,20.121030007854344,0.0356,0.1306,0.1253,up
HOOD,2025-04-30,postmarket,0.37,0.322,14.91,False,49.11,46.62,-0.0507,0.0977,0.52,-7811732.0,25.98977577456058,0.1598,0.3016,0.4582,orderly
KLAC,2025-04-30,postmarket,8.41,8.061,4.33,False,702.69,676.31,-0.0375,0.0697,0.54,-661650.0,33.71369555479366,0.04,0.1918,0.1274,orderly
META,2025-04-30,postmarket,6.43,5.217,23.25,False,549.0,572.21,0.0423,0.0607,0.7,26778388.0,24.831240319506417,0.0451,0.1253,0.1725,up
MSFT,2025-04-30,postmarket,3.46,3.201,8.09,False,395.26,425.4,0.0763,0.0371,2.06,70275699.0,22.251083896876008,0.03,0.0652,0.086,up
QCOM,2025-04-30,postmarket,2.35,2.819,-16.64,False,148.46,135.21,-0.0892,0.0552,1.62,7641733.0,26.29439827004109,0.0731,0.1287,0.0845,overreaction
AAPL,2025-05-01,postmarket,1.65,1.61,2.48,False,213.32,205.35,-0.0374,0.0372,1.01,-7899801.0,29.260883743990554,-0.0332,0.0288,-0.0101,overreaction
ABNB,2025-05-01,postmarket,0.24,0.248,-3.23,False,124.01,125.26,0.0101,0.0684,0.15,-379520.0,23.546370479077186,0.0142,0.1017,0.061,up
AMZN,2025-05-01,postmarket,1.59,1.348,17.95,False,190.2,189.98,-0.0012,0.0535,0.02,-18931562.0,24.644937871938527,0.0162,0.0822,0.0828,orderly
BDX,2025-05-01,premarket,3.35,3.278,2.2,False,207.09,169.54,-0.1813,0.0538,3.37,-1336591.0,77.1335144494365,-0.0094,0.0161,-0.0008,overreaction
CVS,2025-05-01,premarket,2.25,1.708,31.73,False,66.71,69.45,0.0411,0.0514,0.8,-4335600.0,20.342486372789676,-0.023,-0.1293,-0.0842,up
LLY,2025-05-01,premarket,3.34,3.516,-5.01,False,898.95,794.1,-0.1166,0.0435,2.68,-28807532.0,32.63517359231167,-0.0537,-0.0766,-0.0592,overreaction
MA,2025-05-01,premarket,3.73,3.574,4.36,False,548.06,546.63,-0.0026,0.0251,0.1,-502251.0,26.703132667273422,0.0375,0.0651,0.0633,orderly
MCD,2025-05-01,premarket,2.67,2.643,1.02,False,319.65,313.64,-0.0188,0.0277,0.68,-1290807.0,27.02876016475268,-0.0005,0.0027,-0.0031,orderly
MRNA,2025-05-01,premarket,-2.52,-2.92,13.7,False,28.54,27.03,-0.0529,0.0919,0.58,-861073.0,38.611494069520944,-0.098,-0.125,0.0007,orderly
CVX,2025-05-02,premarket,2.18,2.152,1.3,False,136.26,138.5,0.0164,0.0249,0.66,-1523069.0,29.927977880911698,-0.0001,0.026,0.0076,up
F,2025-05-05,postmarket,0.14,0.0,,False,10.17,10.44,0.0265,0.0618,0.43,215861.0,20.58119427437281,0.0153,0.0268,-0.0326,up
ON,2025-05-05,premarket,0.55,0.514,7.0,False,41.91,38.41,-0.0835,0.09,0.93,-189011.0,32.88162992496566,0.1617,0.1414,0.309,orderly
PLTR,2025-05-05,postmarket,0.04,0.129,-68.99,False,123.77,108.86,-0.1205,0.1225,0.98,-43574276.0,36.45516772030468,0.1767,0.1537,0.1015,miss
AEP,2025-05-06,premarket,1.54,1.39,10.79,False,107.44,107.44,0.0,0.0344,0.0,532033.0,26.42730939199181,-0.0733,-0.0345,-0.0528,up
AMD,2025-05-06,postmarket,0.78,0.933,-16.4,False,98.62,100.36,0.0176,0.0692,0.25,2724578.0,24.83848699495024,0.173,0.1166,0.1577,up
ANET,2025-05-06,postmarket,0.63,0.586,7.51,False,90.77,86.45,-0.0476,0.0826,0.58,867926.0,25.68000535404879,0.1361,0.0692,0.1249,orderly
CEG,2025-05-06,premarket,2.14,2.143,-0.14,False,248.27,273.82,0.1029,0.0631,1.63,1413326.0,33.09744387972394,0.0646,0.0679,0.0587,up
DASH,2025-05-06,premarket,0.44,0.398,10.55,False,205.4,190.11,-0.0744,0.0739,1.01,838924.0,30.520403849660717,0.0405,0.0793,0.1353,overreaction
DDOG,2025-05-06,premarket,0.08,0.418,-80.86,False,105.7,106.06,0.0034,0.0981,0.03,-545099.0,25.084527097725786,0.1061,0.0965,0.1479,up
DVN,2025-05-06,postmarket,1.21,1.271,-4.8,False,30.59,30.29,-0.0098,0.0458,0.21,-124046.0,34.119108776756114,0.1212,0.0399,0.066,orderly
SMCI,2025-05-06,postmarket,0.19,0.3,-36.67,False,32.94,32.48,-0.014,0.0996,0.14,-3446890.0,10.184995726732696,0.3855,0.2823,0.2792,miss
APA,2025-05-07,postmarket,1.06,0.834,27.1,False,15.48,16.18,0.0452,0.0508,0.89,361137.0,38.254875297662345,0.0977,0.0346,0.1514,up
APP,2025-05-07,postmarket,1.67,1.447,15.41,False,303.46,339.51,0.1188,0.1514,0.78,3727648.0,37.23728682581744,0.0798,0.0352,0.1299,up
COHR,2025-05-07,postmarket,0.67,0.857,-21.82,False,69.62,70.59,0.0139,0.0842,0.17,-539845.0,30.34955971026334,0.1166,0.1174,0.1502,up
