ticker,report_date,report_time,reported_eps,estimated_eps,surprise_pct,sign_flip,pre_close,post_close,actual_move,implied_move,move_vs_implied,net_premium,iv_rank,fwd_5d,fwd_10d,fwd_21d,bucket
SLB,2025-10-17,premarket,0.69,0.664,3.92,False,32.92,32.63,-0.0088,0.0361,0.24,4560.0,29.8547,0.0981,0.1051,0.0971,orderly
COF,2025-10-21,postmarket,5.95,4.198,41.73,False,217.05,220.38,0.0153,0.047,0.33,-3713229.0,21.7686,-0.0081,0.0046,-0.0824,up
GE,2025-10-21,premarket,1.66,1.464,13.39,False,302.68,306.63,0.0131,0.0437,0.3,5387939.0,19.7224,0.0103,-0.0079,-0.0189,up
GM,2025-10-21,premarket,2.8,2.246,24.67,False,58.0,66.62,0.1486,0.0525,2.83,3144879.0,12.0243,0.0488,0.0038,0.0282,up
HAL,2025-10-21,premarket,0.58,0.497,16.7,False,22.62,25.24,0.1158,0.0423,2.74,216568.0,32.3598,0.0547,0.0622,0.0483,up
KO,2025-10-21,premarket,0.82,0.781,4.99,False,68.44,71.22,0.0406,0.0233,1.74,2281254.0,14.2992,-0.0149,-0.0359,-0.0015,up
NFLX,2025-10-21,postmarket,0.59,6.886,-91.43,False,124.14,111.64,-0.1007,0.0608,1.66,-75002255.0,20.3487,-0.0143,-0.016,-0.0535,capitulation
TXN,2025-10-21,postmarket,1.48,1.474,0.41,False,180.84,170.71,-0.056,0.0528,1.06,-3612206.0,16.4398,-0.0612,-0.0418,-0.1018,overreaction
APH,2025-10-22,premarket,0.93,0.792,17.42,False,124.44,128.93,0.0361,0.0956,0.38,-1579113.0,42.075,0.0839,0.0771,0.0111,up
BSX,2025-10-22,premarket,0.75,0.71,5.63,False,99.9,103.85,0.0395,0.0399,0.99,441016.0,12.6794,-0.0342,-0.0477,-0.0698,up
GEV,2025-10-22,premarket,1.64,1.781,-7.92,False,585.33,576.0,-0.0159,0.0601,0.27,721099.0,20.9093,0.0034,-0.0283,-0.0312,orderly
IBM,2025-10-22,postmarket,2.65,2.435,8.83,False,287.51,285.0,-0.0087,0.0593,0.15,-2032136.0,27.6198,0.0879,0.0962,0.0436,orderly
KMI,2025-10-22,postmarket,0.29,0.285,1.75,False,27.56,26.25,-0.0475,0.0234,2.03,29955.0,8.5638,-0.0065,-0.005,0.0278,overreaction
LRCX,2025-10-22,postmarket,1.26,1.215,3.7,False,141.25,147.54,0.0445,0.0524,0.85,3831524.0,27.8415,0.0913,0.0993,-0.0331,up
T,2025-10-22,premarket,0.54,0.545,-0.92,False,26.05,25.55,-0.0192,0.0406,0.47,778714.0,34.8547,-0.016,-0.0387,-0.0012,orderly
TSLA,2025-10-22,postmarket,0.37,0.526,-29.66,False,438.97,448.98,0.0228,0.0575,0.4,120843838.0,19.5229,-0.0198,-0.0068,-0.1289,up
BX,2025-10-23,premarket,1.52,1.212,25.41,False,161.72,154.98,-0.0417,0.0372,1.12,-563649.0,21.4064,-0.0425,-0.0745,-0.0794,overreaction
DOW,2025-10-23,premarket,-0.19,-0.307,38.11,False,21.7,24.51,0.1295,0.0634,2.04,1385721.0,51.8469,-0.029,-0.0934,-0.0942,up
F,2025-10-23,postmarket,0.45,0.382,17.8,False,12.34,13.84,0.1216,0.0518,2.34,2947651.0,16.0403,-0.0513,-0.0455,-0.0636,up
FCX,2025-10-23,premarket,0.5,0.382,30.89,False,40.78,41.23,0.011,0.0348,0.32,-1955828.0,18.8498,0.0121,-0.0626,-0.033,up
INTC,2025-10-23,postmarket,0.11,0.007,1471.43,False,38.16,38.28,0.0031,0.0786,0.04,-474853.0,35.7522,0.0447,-0.0039,-0.065,up
NEM,2025-10-23,postmarket,1.71,1.288,32.76,False,88.91,83.37,-0.0623,0.0449,1.39,-1251758.0,52.7547,-0.0288,0.0002,0.0379,overreaction
PG,2025-10-24,premarket,1.99,1.896,4.96,False,152.21,152.49,0.0018,0.026,0.07,283562.0,28.6545,-0.0139,-0.0361,-0.0361,up
BKNG,2025-10-28,postmarket,99.5,96.105,3.53,False,5120.57,5075.86,-0.0087,0.042,0.21,173637.0,28.7148,-0.0324,0.0196,-0.0318,orderly
CSGP,2025-10-28,postmarket,0.11,0.18,-38.89,False,78.23,70.51,-0.0987,0.0873,1.13,-360323.0,39.439,-0.001,-0.0211,-0.0243,capitulation
EIX,2025-10-28,postmarket,2.34,2.16,8.33,False,56.05,55.39,-0.0118,0.062,0.19,49043.0,25.1947,0.0251,0.0608,0.0632,orderly
GLW,2025-10-28,premarket,0.67,0.663,1.06,False,89.37,86.43,-0.0329,0.0694,0.47,3669915.0,48.8231,-0.0141,0.0174,-0.0327,orderly
NEE,2025-10-28,premarket,1.13,1.037,8.97,False,86.03,83.57,-0.0286,0.0335,0.85,-487352.0,22.8806,-0.0225,0.0262,0.0236,orderly
PYPL,2025-10-28,premarket,1.34,1.194,12.23,False,70.25,73.02,0.0394,0.0738,0.53,1238405.0,24.2598,-0.095,-0.077,-0.1532,up
UNH,2025-10-28,premarket,2.92,2.753,6.07,False,365.98,367.84,0.0051,0.0534,0.1,-5265337.0,24.2186,-0.1006,-0.1098,-0.1037,up
AEP,2025-10-29,premarket,1.8,1.81,-0.55,False,115.11,122.11,0.0608,0.0393,1.55,750756.0,25.2753,-0.0192,0.0047,0.0136,up
BA,2025-10-29,premarket,-7.47,-3.679,-103.04,False,223.33,213.58,-0.0437,0.04,1.09,-10622806.0,12.2242,-0.0747,-0.0847,-0.1151,capitulation
CAT,2025-10-29,premarket,4.95,4.52,9.51,False,524.47,585.49,0.1163,0.0437,2.66,10665965.0,35.9209,-0.0279,-0.0213,-0.0166,up
CMG,2025-10-29,postmarket,0.29,0.284,2.11,False,39.76,32.53,-0.1818,0.0914,1.99,-15276199.0,35.0319,-0.0606,-0.0354,0.0526,overreaction
CVNA,2025-10-29,postmarket,1.03,1.326,-22.32,False,70.79,61.01,-0.1382,0.115,1.2,-31955332.0,24.1806,-0.0488,0.0443,0.2301,capitulation
CVS,2025-10-29,premarket,1.6,1.362,17.47,False,82.2,80.6,-0.0195,0.0469,0.41,-112875.0,8.1794,-0.0254,-0.0042,-0.003,orderly
GOOGL,2025-10-29,postmarket,2.87,2.255,27.27,False,274.57,281.48,0.0252,0.0547,0.46,13736683.0,34.3279,0.0116,-0.0103,0.1187,up
KLAC,2025-10-29,postmarket,8.81,8.547,3.08,False,1235.28,1214.41,-0.0169,0.0872,0.19,-70062.0,41.1265,-0.0066,-0.0434,-0.0471,orderly
META,2025-10-29,postmarket,7.25,6.606,9.75,False,751.67,666.47,-0.1133,0.0573,1.98,-274075528.0,25.3463,-0.0713,-0.0849,-0.0384,overreaction
MSFT,2025-10-29,postmarket,4.13,3.654,13.03,False,541.55,525.76,-0.0292,0.0428,0.68,-12830057.0,19.2937,-0.0545,-0.0427,-0.0742,orderly
NOW,2025-10-29,postmarket,0.59,4.209,-85.98,False,182.34,186.94,0.0252,0.0724,0.35,5857443.0,24.5764,-0.0813,-0.0909,-0.1205,up
SBUX,2025-10-29,postmarket,0.52,0.551,-5.63,False,84.17,83.15,-0.0121,0.0638,0.19,-241044.0,26.08,-0.0112,0.0396,0.0212,orderly
AAPL,2025-10-30,postmarket,1.85,1.734,6.69,False,271.4,270.37,-0.0038,0.0282,0.13,1103063.0,14.9474,-0.007,0.0075,0.0585,orderly
AMZN,2025-10-30,postmarket,1.95,1.579,23.5,False,222.86,244.22,0.0958,0.0606,1.58,5315473.0,20.9743,0.0008,-0.039,-0.0401,up
BMY,2025-10-30,premarket,1.63,1.48,10.14,False,42.6,45.62,0.0709,0.0418,1.7,2003869.0,37.9097,0.0221,0.066,0.078,up
CMCSA,2025-10-30,premarket,1.12,1.096,2.19,False,28.53,27.32,-0.0424,0.0494,0.86,776538.0,44.7767,-0.0004,0.0238,-0.0271,orderly
COIN,2025-10-30,postmarket,1.44,1.026,40.35,False,328.51,343.78,0.0465,0.0572,0.81,-1725318.0,22.6599,-0.1008,-0.1739,-0.2342,up
FSLR,2025-10-30,postmarket,4.24,4.321,-1.87,False,233.58,266.94,0.1428,0.0596,2.4,10555412.0,20.9568,0.0026,-0.0519,-0.0164,up
LLY,2025-10-30,premarket,7.02,6.021,16.59,False,813.53,844.5,0.0381,0.0473,0.81,9548107.0,22.9176,0.1101,0.2112,0.2527,up
MA,2025-10-30,premarket,4.38,4.307,1.69,False,554.58,553.68,-0.0016,0.0244,0.07,-4371617.0,24.3333,-0.0007,0.0034,-0.0175,orderly
MO,2025-10-30,premarket,1.45,1.441,0.62,False,61.97,57.13,-0.0781,0.0308,2.54,-4056729.0,30.8214,0.0025,0.0119,0.0352,overreaction
MRK,2025-10-30,premarket,2.58,2.36,9.32,False,86.58,86.28,-0.0035,0.0373,0.09,232835.0,18.9419,-0.0058,0.0771,0.1802,orderly
ABBV,2025-10-31,premarket,1.86,1.773,4.91,False,228.2,218.04,-0.0445,0.0335,1.33,259152.0,15.5684,0.0051,0.0657,0.029,overreaction
CVX,2025-10-31,premarket,1.85,1.658,11.58,False,153.52,157.72,0.0274,0.02,1.37,1297862.0,16.0886,-0.0171,-0.0006,-0.0474,up
ON,2025-11-03,premarket,0.63,0.596,5.7,False,50.08,50.46,0.0076,0.1147,0.07,-62862.0,24.4808,-0.038,-0.088,0.1326,up
PLTR,2025-11-03,postmarket,0.18,0.17,5.88,False,207.18,190.74,-0.0794,0.0855,0.93,-59631275.0,21.7343,0.0012,-0.1227,-0.0672,orderly
AMD,2025-11-04,postmarket,0.97,1.168,-16.95,False,250.05,256.33,0.0251,0.0624,0.4,21980629.0,42.8928,0.01,-0.1279,-0.1497,up
ANET,2025-11-04,postmarket,0.67,0.72,-6.94,False,153.55,140.42,-0.0855,0.0819,1.04,-788049.0,34.2108,-0.0387,-0.1112,-0.0842,overreaction
PFE,2025-11-04,premarket,0.87,0.658,32.22,False,24.66,24.3,-0.0146,0.0416,0.35,-100999.0,17.2049,0.0498,0.0473,0.0576,orderly
SMCI,2025-11-04,postmarket,0.26,0.277,-6.14,False,47.4,42.03,-0.1133,0.0931,1.22,-7981277.0,10.3298,-0.098,-0.1975,-0.1746,overreaction
UBER,2025-11-04,premarket,3.11,0.67,364.18,False,99.72,94.67,-0.0506,0.0586,0.86,-2745746.0,17.8711,-0.0113,-0.0402,-0.0389,orderly
APA,2025-11-05,postmarket,0.93,0.74,25.68,False,21.66,23.64,0.0914,0.0485,1.88,246150.0,20.6935,0.0444,-0.011,0.1058,up
APP,2025-11-05,postmarket,2.45,2.368,3.46,False,617.05,621.36,0.007,0.0936,0.07,-7631175.0,12.174,-0.1049,-0.1618,0.1101,up
COHR,2025-11-05,postmarket,0.93,1.044,-10.92,False,134.63,159.3,0.1832,0.1049,1.75,-9079.0,22.9142,-0.1213,-0.1487,0.1667,up
DASH,2025-11-05,postmarket,0.55,0.679,-19.0,False,238.0,196.46,-0.1745,0.084,2.08,-1639466.0,34.6808,-0.0064,-0.0444,0.1475,overreaction
DVN,2025-11-05,postmarket,1.04,0.934,11.35,False,32.34,32.43,0.0028,0.0348,0.08,451922.0,16.5837,0.0805,0.0842,0.1585,up
FTNT,2025-11-05,postmarket,0.65,0.632,2.85,False,85.99,80.54,-0.0634,0.0876,0.72,-4861211.0,11.3084,0.0061,-0.031,0.0371,orderly
HOOD,2025-11-05,postmarket,0.61,0.512,19.14,False,142.48,127.08,-0.1081,0.0687,1.57,-64310050.0,20.7679,-0.0437,-0.1642,0.0736,overreaction
MCD,2025-11-05,premarket,3.22,3.348,-3.82,False,299.21,305.67,0.0216,0.0278,0.78,-1413363.0,21.1658,0.0042,-0.0096,0.0182,up
QCOM,2025-11-05,postmarket,2.56,2.869,-10.77,False,179.72,173.2,-0.0363,0.0506,0.72,-3544887.0,25.1416,0.0075,-0.0786,0.0122,orderly
ABNB,2025-11-06,postmarket,2.21,2.293,-3.62,False,120.53,120.88,0.0029,0.0745,0.04,-1789047.0,19.6049,0.0094,-0.0548,0.0373,up
AKAM,2025-11-06,postmarket,1.06,1.635,-35.17,False,73.0,83.74,0.1471,0.1187,1.24,2240881.0,21.1063,0.041,0.0629,0.0229,up
BDX,2025-11-06,premarket,3.96,3.922,0.97,False,176.39,177.39,0.0057,0.0623,0.09,40777.0,31.4679,0.0882,0.0687,0.0683,up
COP,2025-11-06,premarket,1.61,1.403,14.75,False,87.7,85.66,-0.0233,0.0249,0.94,-1106845.0,17.4847,0.0439,0.0211,0.0843,orderly
DDOG,2025-11-06,premarket,0.11,0.453,-75.72,False,154.98,190.82,0.2313,0.0895,2.58,9383421.0,22.5122,-0.0254,-0.1638,-0.1915,up
MCHP,2025-11-06,postmarket,0.26,0.331,-21.45,False,59.35,56.28,-0.0517,0.0719,0.72,-994911.0,25.4744,-0.0498,-0.0956,0.1878,miss
MNST,2025-11-06,postmarket,0.56,0.48,16.67,False,66.31,69.73,0.0516,0.0641,0.8,285166.0,25.203,0.0227,0.0331,0.0551,up
MRNA,2025-11-06,premarket,-0.51,-2.154,76.32,False,23.56,24.33,0.0327,0.0742,0.44,10420326.0,38.7674,0.0259,-0.081,0.1496,up
CEG,2025-11-07,premarket,3.04,3.036,0.13,False,351.3,358.39,0.0202,0.0494,0.41,2768780.0,23.0766,-0.0554,-0.0566,0.0021,up
OXY,2025-11-10,postmarket,0.64,0.48,33.33,False,41.8,41.85,0.0012,0.0351,0.03,1253339.0,14.3553,0.016,-0.0105,-0.0155,up
CSCO,2025-11-12,postmarket,0.81,0.981,-17.43,False,73.96,77.38,0.0462,0.0479,0.96,1564116.0,45.0446,-0.0251,-0.0057,0.0112,up
AMAT,2025-11-13,postmarket,2.17,2.112,2.75,False,223.23,226.01,0.0125,0.0489,0.25,3677228.0,32.7744,-0.0089,0.1272,0.1453,up
DIS,2025-11-13,premarket,1.11,1.03,7.77,False,116.65,107.61,-0.0775,0.0574,1.35,-1388474.0,22.4329,-0.0456,-0.0292,0.0268,overreaction
HD,2025-11-18,premarket,3.74,3.805,-1.71,False,358.03,336.48,-0.0602,0.0353,1.71,-11247719.0,30.8057,0.0434,0.0637,0.055,overreaction
MDT,2025-11-18,premarket,1.36,1.312,3.66,False,96.28,100.8,0.0469,0.0338,1.39,766179.0,21.4701,0.0451,0.0116,-0.023,up
NVDA,2025-11-19,postmarket,1.24,1.243,-0.24,False,186.52,180.64,-0.0315,0.0612,0.51,-25938399.0,47.3354,-0.0202,0.0098,0.0169,orderly
PANW,2025-11-19,postmarket,0.53,0.891,-40.52,False,199.9,185.07,-0.0742,0.0576,1.29,-10067436.0,35.0134,0.0273,0.0744,0.0239,capitulation
TGT,2025-11-19,premarket,1.78,1.761,1.08,False,88.53,86.08,-0.0277,0.0827,0.33,-3039909.0,31.3449,0.0432,0.064,0.1386,orderly
CPRT,2025-11-20,postmarket,0.41,0.4,2.5,False,41.02,40.73,-0.0071,0.0637,0.11,693847.0,34.6038,-0.0388,-0.057,-0.0388,orderly
INTU,2025-11-20,postmarket,1.88,3.095,-39.26,False,637.44,663.15,0.0403,0.0518,0.78,235307.0,41.1047,-0.0475,-0.0104,0.0166,up
ADI,2025-11-25,premarket,2.26,2.22,1.8,False,239.4,252.02,0.0527,0.0422,1.25,369397.0,15.371,0.104,0.1173,0.0985,up
DELL,2025-11-25,postmarket,2.35,2.477,-5.13,False,125.92,133.26,0.0583,0.0708,0.82,7469366.0,19.2337,0.043,0.0401,-0.0435,up
HPQ,2025-11-25,postmarket,0.93,0.913,1.86,False,24.32,23.98,-0.014,0.0643,0.22,-323657.0,15.5547,0.0801,0.0596,-0.0521,orderly
CRWD,2025-12-02,postmarket,-0.02,0.939,-102.13,True,129.14,131.04,0.0147,0.0599,0.25,-4700308.0,11.9318,-0.0088,-0.1033,-0.129,up
MRVL,2025-12-02,postmarket,0.62,0.746,-16.89,False,92.89,100.2,0.0787,0.0991,0.79,17724054.0,30.2462,-0.0771,-0.1846,-0.0995,up
CRM,2025-12-03,postmarket,2.66,2.851,-6.7,False,238.72,247.46,0.0366,0.0643,0.57,1321294.0,21.5182,0.0602,0.042,0.0624,up
HPE,2025-12-04,postmarket,0.54,0.586,-7.85,False,22.9,23.33,0.0188,0.0611,0.31,424738.0,10.3581,0.0231,0.0471,-0.0386,up
ADBE,2025-12-10,postmarket,4.55,5.389,-15.57,False,343.13,350.43,0.0213,0.0591,0.36,-443407.0,20.3888,0.0154,0.0096,-0.1156,up
ORCL,2025-12-10,postmarket,1.95,1.63,19.63,False,223.01,198.85,-0.1083,0.0895,1.21,82477.0,43.5087,-0.0946,-0.0043,0.0173,overreaction
AVGO,2025-12-11,postmarket,1.61,1.865,-13.67,False,406.37,359.93,-0.1143,0.056,2.04,-115552891.0,18.9619,-0.0544,-0.0293,-0.0557,overreaction
CIEN,2025-12-11,premarket,0.64,0.769,-16.78,False,221.85,242.37,0.0925,0.1091,0.85,-2198914.0,54.9658,-0.1306,-0.0028,0.0167,up
COST,2025-12-11,postmarket,4.34,4.258,1.93,False,884.48,884.47,-0.0,0.0271,0.0,305618.0,10.9992,-0.0326,-0.0188,0.0752,up
LULU,2025-12-11,postmarket,2.59,2.219,16.72,False,187.01,204.97,0.096,0.0959,1.0,10117598.0,26.9594,0.0219,0.0369,-0.0089,up
GIS,2025-12-17,premarket,1.1,1.021,7.74,False,47.02,48.61,0.0338,0.0371,0.91,206183.0,40.1222,-0.0331,-0.0595,-0.0856,up
MU,2025-12-17,postmarket,4.61,3.908,17.96,False,225.52,248.55,0.1021,0.0764,1.34,71298496.0,39.1656,0.1458,0.2559,0.5655,up
ACN,2025-12-18,premarket,3.94,3.734,5.52,False,273.74,269.96,-0.0138,0.0517,0.27,736716.0,33.0495,0.0042,-0.0222,0.0399,orderly
NKE,2025-12-18,postmarket,0.53,0.373,42.09,False,65.63,58.71,-0.1054,0.0633,1.67,-16980752.0,11.6672,0.0426,0.1131,0.115,overreaction
CCL,2025-12-19,premarket,0.34,0.248,37.1,False,28.34,31.12,0.0981,0.0637,1.54,3415931.0,4.9162,-0.0129,0.0379,-0.0845,up
DAL,2026-01-13,premarket,1.55,1.526,1.57,False,71.03,69.33,-0.0239,0.0553,0.43,742192.0,8.249,-0.0055,-0.0505,0.0025,orderly
JPM,2026-01-13,premarket,5.23,5.009,4.41,False,324.49,310.9,-0.0419,0.0304,1.38,-913796.0,14.8985,-0.0285,-0.0326,-0.0266,overreaction
BAC,2026-01-14,premarket,0.98,0.957,2.4,False,54.54,52.48,-0.0378,0.0274,1.38,-315751.0,6.6107,-0.0006,0.0114,0.0013,overreaction
C,2026-01-14,premarket,1.81,1.649,9.76,False,116.3,112.41,-0.0334,0.0328,1.02,-5506086.0,15.8194,0.0289,0.0248,-0.0138,overreaction
GS,2026-01-15,premarket,14.01,11.766,19.07,False,932.67,975.86,0.0463,0.0302,1.54,10753076.0,17.4937,-0.0584,-0.0415,-0.0613,up
MS,2026-01-15,premarket,2.68,2.414,11.02,False,180.78,191.23,0.0578,0.0301,1.92,2674517.0,11.7735,-0.064,-0.0441,-0.103,up
IBKR,2026-01-20,postmarket,0.65,0.515,26.21,False,71.51,75.8,0.06,0.052,1.15,289548.0,10.6292,-0.0046,-0.0311,-0.0185,up
NFLX,2026-01-20,postmarket,0.56,0.547,2.38,False,87.26,85.36,-0.0218,0.0699,0.31,-15438311.0,16.6866,-0.0084,-0.0609,-0.0784,orderly
HAL,2026-01-21,premarket,0.69,0.538,28.25,False,32.06,33.36,0.0405,0.0371,1.09,913004.0,21.6985,0.0,0.0294,0.0525,up
JNJ,2026-01-21,premarket,2.46,2.434,1.07,False,218.21,218.01,-0.0009,0.0276,0.03,940184.0,21.9805,0.0445,0.0755,0.1123,orderly
KMI,2026-01-21,postmarket,0.39,0.365,6.85,False,28.58,29.69,0.0388,0.022,1.76,190470.0,4.9343,0.0185,0.0216,0.1014,up
SCHW,2026-01-21,premarket,1.39,1.359,2.28,False,100.99,101.79,0.0079,0.0336,0.24,-536673.0,11.7569,0.0165,0.0205,-0.0762,up
COF,2026-01-22,postmarket,3.86,4.123,-6.38,False,235.07,217.3,-0.0756,0.0315,2.4,-5647132.0,11.8739,0.0075,0.0253,-0.0954,overreaction
FCX,2026-01-22,premarket,0.47,0.28,67.86,False,60.58,58.85,-0.0286,0.0363,0.79,-5472492.0,18.2939,0.1067,0.0063,0.1138,orderly
GE,2026-01-22,premarket,1.57,1.436,9.33,False,318.5,295.0,-0.0738,0.0408,1.81,2819246.0,16.052,0.0131,0.0385,0.1491,overreaction
INTC,2026-01-22,postmarket,0.04,0.081,-50.62,False,54.32,45.07,-0.1703,0.0772,2.21,-56239969.0,29.2006,0.0311,0.1225,0.0233,capitulation
PG,2026-01-22,premarket,1.88,1.874,0.32,False,146.06,149.93,0.0265,0.0282,0.94,4350678.0,21.6695,-0.0002,0.0579,0.1016,up
SLB,2026-01-23,premarket,0.78,0.744,4.84,False,49.32,49.15,-0.0034,0.0248,0.14,-1614319.0,15.9351,-0.0157,0.0315,0.0549,orderly
BA,2026-01-27,premarket,-1.91,-0.399,-378.7,False,248.43,244.56,-0.0156,0.0399,0.39,3068897.0,10.7808,-0.0467,-0.0081,-0.0619,miss
GM,2026-01-27,premarket,2.51,2.197,14.25,False,79.43,86.38,0.0875,0.0529,1.66,3133330.0,16.75,-0.0078,-0.0707,-0.0647,up
NEE,2026-01-27,premarket,0.54,0.53,1.89,False,85.47,87.15,0.0197,0.0296,0.66,304253.0,18.2068,0.0192,0.0422,0.0555,up
TXN,2026-01-27,postmarket,1.27,1.296,-2.01,False,196.63,216.17,0.0994,0.0648,1.53,128350.0,17.2699,0.0312,0.0481,-0.0188,up
UNH,2026-01-27,premarket,2.11,2.093,0.81,False,351.64,282.7,-0.1961,0.051,3.85,-87865702.0,26.661,0.0052,-0.0335,0.014,overreaction
APH,2026-01-28,premarket,0.97,0.927,4.64,False,166.25,145.96,-0.122,0.0877,1.39,314874.0,44.026,-0.1093,-0.0132,0.0007,overreaction
GEV,2026-01-28,premarket,13.39,3.048,339.3,False,692.7,711.59,0.0273,0.0482,0.57,3328536.0,9.43,0.0487,0.1575,0.2277,up
GLW,2026-01-28,premarket,0.72,0.698,3.15,False,109.74,104.28,-0.0498,0.0684,0.73,-2670876.0,59.1743,0.0519,0.2745,0.4421,orderly
IBM,2026-01-28,postmarket,4.52,4.33,4.39,False,294.16,309.24,0.0513,0.0573,0.89,1553797.0,25.0548,-0.0626,-0.1608,-0.2259,up
LRCX,2026-01-28,postmarket,1.27,1.165,9.01,False,239.58,248.17,0.0359,0.062,0.58,2586834.0,49.7031,-0.1405,-0.068,-0.0692,up
META,2026-01-28,postmarket,8.88,8.211,8.15,False,668.73,738.31,0.104,0.0591,1.76,322364227.0,16.6092,-0.0922,-0.1199,-0.1148,up
MSFT,2026-01-28,postmarket,4.14,3.875,6.84,False,481.63,433.5,-0.0999,0.0446,2.24,-177539825.0,34.1686,-0.0919,-0.073,-0.0806,overreaction
NOW,2026-01-28,postmarket,0.52,0.869,-40.16,False,129.62,116.73,-0.0994,0.0722,1.38,20451222.0,35.893,-0.1208,-0.1151,-0.0626,capitulation
SBUX,2026-01-28,premarket,0.56,0.577,-2.95,False,95.72,95.16,-0.0059,0.0614,0.1,1494739.0,31.0001,0.019,0.0416,0.0301,orderly
T,2026-01-28,premarket,0.52,0.46,13.04,False,23.0,24.07,0.0465,0.0399,1.17,1725975.0,15.9925,0.1309,0.1828,0.1637,up
TSLA,2026-01-28,postmarket,0.31,0.452,-31.42,False,431.46,416.56,-0.0345,0.0483,0.72,-124028718.0,3.1205,-0.0465,0.0012,-0.0318,miss
AAPL,2026-01-29,postmarket,2.84,2.654,7.01,False,258.28,259.48,0.0046,0.0383,0.12,24542095.0,15.7171,0.0718,-0.0143,0.0165,up
BX,2026-01-29,premarket,1.75,1.52,15.13,False,146.79,142.94,-0.0262,0.0376,0.7,1287197.0,11.7345,-0.1127,-0.0921,-0.1932,orderly
CAT,2026-01-29,premarket,5.16,4.674,10.4,False,643.28,665.24,0.0341,0.048,0.71,2095298.0,31.3278,0.0196,0.1399,0.1309,up
CMCSA,2026-01-29,premarket,0.84,0.752,11.7,False,28.41,29.24,0.0292,0.0481,0.61,-343678.0,19.8793,0.0551,0.0882,0.054,up
DOW,2026-01-29,premarket,-0.34,-0.465,26.88,False,27.78,27.16,-0.0223,0.0603,0.37,933542.0,40.9667,0.1267,0.2021,0.1267,orderly
KLAC,2026-01-29,postmarket,8.85,8.818,0.36,False,1684.71,1427.94,-0.1524,0.0838,1.82,9340557.0,40.6686,0.0105,0.0253,0.0094,overreaction
MA,2026-01-29,premarket,4.76,4.203,13.25,False,521.37,543.73,0.0429,0.028,1.53,3217039.0,16.0464,0.015,-0.0299,-0.0418,up
MO,2026-01-29,premarket,1.3,1.315,-1.14,False,63.13,59.76,-0.0534,0.0314,1.7,-128330.0,13.7232,0.0942,0.1213,0.1494,overreaction
AXP,2026-01-30,premarket,3.53,3.539,-0.25,False,358.5,352.17,-0.0177,0.0405,0.44,902905.0,12.5083,0.0198,-0.0417,-0.1259,orderly
CVX,2026-01-30,premarket,1.52,1.444,5.26,False,171.19,176.9,0.0334,0.02,1.67,372940.0,14.2513,0.0224,0.0387,0.0671,up
DIS,2026-02-02,premarket,1.63,1.569,3.89,False,112.8,104.45,-0.074,0.0545,1.36,-6806938.0,17.4193,0.0257,0.0095,-0.0135,overreaction
PLTR,2026-02-02,postmarket,0.24,0.231,3.9,False,147.76,157.88,0.0685,0.0942,0.73,-1549380.0,14.9085,-0.1164,-0.1425,-0.033,up
AMD,2026-02-03,postmarket,1.24,1.317,-5.85,False,242.11,200.19,-0.1731,0.0694,2.49,-71608926.0,44.0694,0.0669,0.0159,-0.0388,overreaction
CMG,2026-02-03,postmarket,0.25,0.239,4.6,False,39.17,39.93,0.0194,0.0877,0.22,2226441.0,25.9478,-0.0679,-0.0491,-0.1142,up
MRK,2026-02-03,premarket,2.04,2.028,0.59,False,113.37,115.84,0.0218,0.0428,0.51,1821878.0,14.4297,0.0113,0.0502,0.002,up
PFE,2026-02-03,premarket,0.66,0.565,16.81,False,26.66,25.77,-0.0334,0.0318,1.05,504518.0,12.7935,0.0714,0.0621,0.0326,overreaction
PYPL,2026-02-03,premarket,1.23,1.286,-4.35,False,52.33,41.7,-0.2031,0.0798,2.55,-27098872.0,29.1172,-0.005,-0.006,0.1424,overreaction
SMCI,2026-02-03,postmarket,0.56,0.493,13.59,False,29.67,33.76,0.1378,0.1127,1.22,8856897.0,21.5153,-0.0509,-0.0474,-0.0726,up
ABBV,2026-02-04,premarket,2.71,2.656,2.03,False,225.66,217.11,-0.0379,0.0395,0.96,-65199.0,29.0791,0.0174,0.0333,0.0599,orderly
BSX,2026-02-04,premarket,0.8,0.777,2.96,False,91.62,75.5,-0.1759,0.0454,3.88,1594340.0,37.2917,-0.0269,0.0029,-0.055,overreaction
COHR,2026-02-04,postmarket,1.11,1.22,-9.02,False,211.0,209.24,-0.0083,0.1236,0.07,-14695101.0,47.5711,0.0328,0.1861,0.2059,orderly
GOOGL,2026-02-04,postmarket,2.82,2.579,9.34,False,333.04,331.25,-0.0054,0.0548,0.1,-11850567.0,33.1575,-0.0672,-0.0491,-0.0751,orderly
LLY,2026-02-04,premarket,7.54,6.989,7.88,False,1003.46,1107.12,0.1033,0.0613,1.69,19910565.0,24.5079,-0.083,-0.0758,-0.1055,up
QCOM,2026-02-04,postmarket,2.8,3.393,-17.48,False,148.89,136.3,-0.0846,0.0548,1.54,-9799666.0,27.0742,0.0159,0.0483,0.0133,overreaction
UBER,2026-02-04,premarket,0.71,0.791,-10.24,False,77.93,73.92,-0.0515,0.0609,0.85,-6513824.0,21.9455,-0.0394,-0.0133,0.0164,orderly
